FY,SIC,EMPLOYEES,PRODUCTS,PRODHOURS,E2_plant_cost,E2_plant_usage,E2 in joule,kWh,KW,MW,Category
1983.0,2541.0,200.0,DISPLAY CASES (BAKERY),3000.0,84239.0,15643.0,16500000000000.0,4584510.751,1528.17025,1.52817025,F&D Boiler
1989.0,3499.0,85.0,STEEL PLATE PROCESSOR,6300.0,63931.0,15638.0,16500000000000.0,4583045.395,727.4675231,0.727467523,Vehicle Manufacturing Oven
1995.0,3914.0,450.0,"power steering pumps, marine tilt motors",8000.0,71970.0,15584.0,16400000000000.0,4567219.558,570.9024447,0.570902445,Vehicle Manufacturing Oven
1984.0,3069.0,430.0,RUBBER PRODUCTS,7500.0,86105.0,15489.0,16300000000000.0,4539377.806,605.2503741,0.605250374,Chemicals Dryer
2023.0,2899.0,75.0,Conductive Polymers,3750.0,97783.0,15462.0,16300000000000.0,4531464.887,1208.390637,1.208390637,Chemicals Dryer
2005.0,2752.0,130.0,"Silk screen, lithographic paper, metal and plastic signs",4000.0,133826.0,15433.0,16300000000000.0,4522965.826,1130.741456,1.130741456,Chemicals Dryer
2004.0,3398.0,15.0,Heat treated parts,6240.0,134023.0,15351.0,16200000000000.0,4498933.998,720.9830125,0.720983013,Chemicals Dryer
1993.0,3561.0,377.0,Industrial Pumps,7200.0,68000.0,15299.0,16100000000000.0,4483694.303,622.7353198,0.62273532,Vehicle Manufacturing Oven
1993.0,3081.0,285.0,polyethylene bags and specialty paper,8300.0,53156.0,15142.0,16000000000000.0,4437682.145,534.6604993,0.534660499,Chemicals Dryer
1986.0,3743.0,67.0,RR TRACKWORK PRODUCTS,5200.0,77417.0,15115.0,15900000000000.0,4429769.226,851.8786972,0.851878697,Chemicals Dryer
1982.0,3724.0,200.0,AIRCRAFT ELECTRICAL EQUIPMENT,2200.0,55786.0,15067.0,15900000000000.0,4415701.814,2007.137188,2.007137188,Vehicle Manufacturing Oven
2004.0,3315.0,66.0,Concrete accessories,5000.0,127272.0,14968.0,15800000000000.0,4386687.778,877.3375557,0.877337556,Chemicals Dryer
1985.0,3432.0,155.0,BRASS PLUMBING PRODUCTS,2115.0,72332.0,14928.0,15700000000000.0,4374964.936,2068.541341,2.068541341,Chemicals Dryer
1999.0,3469.0,200.0,sheet metal stampings,5200.0,67635.0,14919.0,15700000000000.0,4372327.296,840.8321723,0.840832172,Vehicle Manufacturing Oven
1992.0,3479.0,65.0,THERMAL SPRAY COATING,7000.0,63684.0,14381.0,15200000000000.0,4214655.06,602.09358,0.60209358,Vehicle Manufacturing Oven
1982.0,2026.0,118.0,"MILK,CHEESE,ICE CREAM",5900.0,53155.0,14266.0,15100000000000.0,4180951.887,708.6359131,0.708635913,F&D Boiler
1984.0,2024.0,110.0,ICE CREAM & SYRUP PRODUCTS,7200.0,77962.0,13879.0,14600000000000.0,4067533.383,564.9351921,0.564935192,F&D Boiler
2014.0,2051.0,200.0,Hamburger Buns,6240.0,83412.0,13862.0,14600000000000.0,4062551.175,651.0498677,0.651049868,F&D Boiler
1996.0,2843.0,20.0,sulfonic acid,6000.0,59298.0,13695.0,14400000000000.0,4013608.306,668.9347177,0.668934718,Chemicals Dryer
1994.0,2026.0,85.0,fluid dairy and juice products,7500.0,73778.0,13588.0,14300000000000.0,3982249.702,530.9666269,0.530966627,F&D Boiler
1991.0,3291.0,175.0,STEEL WOOLS,5760.0,65650.0,13478.0,14200000000000.0,3950011.884,685.765952,0.685765952,Vehicle Manufacturing Oven
2001.0,3089.0,900.0,"Automotive plastic exterior trims, weather stripping and sea",8400.0,71532.0,13328.0,14100000000000.0,3906051.223,465.006098,0.465006098,Vehicle Manufacturing Oven
1996.0,3317.0,75.0,welded steel tubing,4500.0,59203.0,13293.0,14000000000000.0,3895793.736,865.7319413,0.865731941,Vehicle Manufacturing Oven
1997.0,2821.0,45.0,"adhesives, resins",2500.0,68181.0,13227.0,14000000000000.0,3876451.045,1550.580418,1.550580418,Chemicals Dryer
2004.0,3499.0,100.0,Powdered metal products,6600.0,99220.0,13135.0,13900000000000.0,3849488.507,583.2558344,0.583255834,Chemicals Dryer
1990.0,2051.0,40.0,HAMBURGER BUNS,5000.0,51712.0,13058.0,13800000000000.0,3826922.034,765.3844069,0.765384407,F&D Boiler
2005.0,3499.0,30.0,Powder coating and electro-coating for metal castings,2000.0,120029.0,12967.0,13700000000000.0,3800252.567,1900.126283,1.900126283,Vehicle Manufacturing Oven
2002.0,2899.0,150.0,Calcium carbide,8400.0,77425.0,12908.0,13600000000000.0,3782961.374,450.3525445,0.450352544,Chemicals Dryer
1982.0,3462.0,63.0,STEEL FORGING,2100.0,55786.0,12821.0,13500000000000.0,3757464.191,1789.268662,1.789268662,Vehicle Manufacturing Oven
1990.0,3569.0,510.0,AUTO PACKAGING MACHINES,5000.0,59146.0,12790.0,13500000000000.0,3748378.988,749.6757975,0.749675798,Chemicals Dryer
1993.0,3089.0,130.0,aerospace composite hardware,6000.0,56894.0,12424.0,13100000000000.0,3641114.976,606.852496,0.606852496,Vehicle Manufacturing Oven
1986.0,2842.0,225.0,CHEMICAL SPECIALTY PRODU,2500.0,62981.0,12345.0,13000000000000.0,3617962.361,1447.184945,1.447184945,Chemicals Dryer
2004.0,3469.0,200.0,metal stamping,4080.0,114193.0,12266.0,12900000000000.0,3594809.747,881.0808203,0.88108082,Vehicle Manufacturing Oven
1984.0,3443.0,126.0,EMBALMING CHEMICALS,2125.0,71300.0,12114.0,12800000000000.0,3550262.944,1670.711974,1.670711974,Chemicals Dryer
2012.0,3444.0,83.0,"Airflow Ductwork, AirClean Control Systems, AirSilence Products",2500.0,86752.0,11985.0,12600000000000.0,3512456.776,1404.98271,1.40498271,Vehicle Manufacturing Oven
2018.0,3089.0,441.0,Automotive Interiors,8112.0,66358.0,11922.0,12600000000000.0,3493993.299,430.719095,0.430719095,Vehicle Manufacturing Oven
1982.0,3494.0,328.0,HYDRAULIC TUBE FITTINGS,6000.0,46078.0,11875.0,12500000000000.0,3480218.958,580.036493,0.580036493,Vehicle Manufacturing Oven
2002.0,3728.0,205.0,Aircraft propellers and drive systems,4312.0,102645.0,11770.0,12400000000000.0,3449446.496,799.9644007,0.799964401,Vehicle Manufacturing Oven
2017.0,2013.0,100.0,Meat Products,6120.0,63781.0,11700.0,12300000000000.0,3428931.521,560.2829283,0.560282928,F&D Boiler
1995.0,3441.0,146.0,fabricated structural steel/plate weldments,4800.0,55690.0,11656.0,12300000000000.0,3416036.394,711.6742487,0.711674249,Vehicle Manufacturing Oven
2006.0,3564.0,131.0,Fan Systems,6732.0,145800.0,11640.0,12300000000000.0,3411347.257,506.736075,0.506736075,Chemicals Dryer
2017.0,2011.0,96.0,Sandwiches,8400.0,61997.0,11408.0,12000000000000.0,3343354.769,398.0184248,0.398018425,F&D Boiler
1988.0,3589.0,160.0,ALUMINUM COOKWARE,6240.0,66824.0,11299.0,11900000000000.0,3311410.022,530.674683,0.530674683,Vehicle Manufacturing Oven
1996.0,3714.0,276.0,automotive struts,8000.0,55981.0,11234.0,11900000000000.0,3292360.402,411.5450503,0.41154505,Vehicle Manufacturing Oven
2018.0,3364.0,90.0,"Industrial Mezzanines, Safety Steel Guard",4500.0,60025.0,11217.0,11800000000000.0,3287378.194,730.5284876,0.730528488,Vehicle Manufacturing Oven
1982.0,2844.0,42.0,"SHAMPOO, LIQUID SOAPS",2808.0,37809.0,11110.0,11700000000000.0,3256019.59,1159.551136,1.159551136,Chemicals Dryer
1984.0,3564.0,65.0,INDUSTRIAL FANS,2250.0,61669.0,10982.0,11600000000000.0,3218506.493,1430.44733,1.43044733,Vehicle Manufacturing Oven
1984.0,3564.0,65.0,INDUSTRIAL FANS,2250.0,61669.0,10982.0,11600000000000.0,3218506.493,1430.44733,1.43044733,Vehicle Manufacturing Oven
1984.0,3564.0,65.0,INDUSTRIAL FANS,2250.0,61669.0,10982.0,11600000000000.0,3218506.493,1430.44733,1.43044733,Vehicle Manufacturing Oven
2001.0,3549.0,215.0,"Metal working, industrial machines and equipment",5000.0,81061.0,10666.0,11300000000000.0,3125896.034,625.1792069,0.625179207,Chemicals Dryer
2008.0,3562.0,205.0,Ball and Roller Bearings,6600.0,111820.0,10650.0,11200000000000.0,3121206.897,472.910136,0.472910136,Vehicle Manufacturing Oven
1987.0,3398.0,200.0,WELDING WIRES & FLUXES,6000.0,54667.0,10639.0,11200000000000.0,3117983.116,519.6638526,0.519663853,Vehicle Manufacturing Oven
1991.0,3429.0,130.0,HARDWARE FOR CONCRETE,4600.0,44633.0,10608.0,11200000000000.0,3108897.912,675.8473723,0.675847372,Chemicals Dryer
1994.0,3469.0,331.0,automotive parts,7200.0,52873.0,10603.0,11200000000000.0,3107432.557,431.5878551,0.431587855,Vehicle Manufacturing Oven
1984.0,3564.0,285.0,INDUSTRIAL FANS,2500.0,59211.0,10589.0,11200000000000.0,3103329.562,1241.331825,1.241331825,Vehicle Manufacturing Oven
1984.0,3564.0,285.0,INDUSTRIAL FANS,2500.0,59211.0,10589.0,11200000000000.0,3103329.562,1241.331825,1.241331825,Vehicle Manufacturing Oven
1984.0,3564.0,285.0,INDUSTRIAL FANS,2500.0,59211.0,10589.0,11200000000000.0,3103329.562,1241.331825,1.241331825,Vehicle Manufacturing Oven
1998.0,3272.0,80.0,Precast and prestressed concrete products,4050.0,56926.0,10516.0,11100000000000.0,3081935.374,760.9716973,0.760971697,Chemicals Dryer
1983.0,3845.0,314.0,DISPOSABLE MEDICAL PRODUCTS,7400.0,49525.0,10505.0,11100000000000.0,3078711.592,416.042107,0.416042107,Chemicals Dryer
2006.0,3599.0,150.0,Directional Drills and Boring Machines,6600.0,125832.0,10459.0,11000000000000.0,3065230.323,464.4288368,0.464428837,Chemicals Dryer
1996.0,2843.0,25.0,detergents,7000.0,47846.0,10362.0,10900000000000.0,3036802.429,433.8289184,0.433828918,Chemicals Dryer
1982.0,2086.0,135.0,BOTTLED SOFT DRINKS,5876.0,38102.0,10350.0,10900000000000.0,3033285.576,516.2160613,0.516216061,Ceramics Kiln
1982.0,2086.0,135.0,BOTTLED SOFT DRINKS,5876.0,38102.0,10350.0,10900000000000.0,3033285.576,516.2160613,0.516216061,Ceramics Kiln
1992.0,3089.0,329.0,AUTOMOTIVE PLASTIC PARTS,6500.0,35194.0,10347.0,10900000000000.0,3032406.363,466.5240559,0.466524056,Vehicle Manufacturing Oven
2007.0,2013.0,48.0,Hamburger Patties,6084.0,135837.0,10327.0,10900000000000.0,3026544.942,497.4597209,0.497459721,F&D Boiler
2013.0,2899.0,120.0,Gas Station Equipment,4500.0,61717.0,10076.0,10600000000000.0,2952984.103,656.2186896,0.65621869,Chemicals Dryer
1985.0,3052.0,110.0,FIRE HOSES,5760.0,65898.0,10035.0,10600000000000.0,2940968.189,510.5847551,0.510584755,Chemicals Dryer
1986.0,3566.0,220.0,GEARS & GEAR BOXES,6000.0,52504.0,9981.0,10500000000000.0,2925142.351,487.5237252,0.487523725,Vehicle Manufacturing Oven
2015.0,3714.0,284.0,Automatic Transmission Shafts,8760.0,76103.0,9695.0,10200000000000.0,2841324.025,324.3520577,0.324352058,Vehicle Manufacturing Oven
2010.0,3297.0,36.0,Vacuum formed ceramic fiber high temperature insulation products,6000.0,127443.0,9611.0,10100000000000.0,2816706.055,469.4510092,0.469451009,Chemicals Dryer
2011.0,3714.0,160.0,Shock Absorbers,5400.0,95376.0,9578.0,10100000000000.0,2807034.71,519.8212426,0.519821243,Vehicle Manufacturing Oven
1994.0,3494.0,300.0,service station valves & pipe fittings,7000.0,49587.0,9540.0,10100000000000.0,2795898.009,399.4140013,0.399414001,Vehicle Manufacturing Oven
2023.0,3061.0,130.0,Rubber Extrusion,5880.0,67025.0,9476.0,10000000000000.0,2777141.461,472.3029695,0.47230297,Chemicals Dryer
1999.0,3089.0,140.0,"Dispersions, emulsions, color pigments, thermoset resins",5000.0,43426.0,9450.0,9970000000000.0,2769521.613,553.9043226,0.553904323,Ceramics Kiln
2023.0,3679.0,500.0,Vehicle Sensor and Control Devices,6000.0,90126.0,9386.0,9900000000000.0,2750765.065,458.4608441,0.458460844,Vehicle Manufacturing Oven
1987.0,2819.0,150.0,CHEMICAL DISTRIBUTION,4000.0,47499.0,9347.0,9860000000000.0,2739335.293,684.8338232,0.684833823,Chemicals Dryer
2012.0,3069.0,229.0,Rubber Inserts,6000.0,103411.0,9329.0,9840000000000.0,2734060.014,455.6766689,0.455676669,Chemicals Dryer
1996.0,2053.0,70.0,pies and cakes,4500.0,43499.0,9309.0,9820000000000.0,2728198.592,606.2663538,0.606266354,F&D Boiler
1990.0,3442.0,102.0,"DOORS, METAL ACCESS,ETC.",2500.0,47280.0,9228.0,9740000000000.0,2704459.836,1081.783934,1.081783934,Chemicals Dryer
2015.0,3297.0,200.0,Monolithic Refractories,5800.0,69361.0,8976.0,9470000000000.0,2630605.926,453.5527458,0.453552746,Ceramics Kiln
2010.0,3083.0,32.0,Fiberglass Reinforced Panels,2500.0,3515.0,8968.0,9460000000000.0,2628261.357,1051.304543,1.051304543,Glass Furnace
2014.0,2851.0,26.0,Coatings/ Asphalt,3300.0,46173.0,8958.0,9450000000000.0,2625330.647,795.5547414,0.795554741,Vehicle Manufacturing Oven
2016.0,3651.0,367.0,Car Audio Products,2125.0,72656.0,8943.0,9440000000000.0,2620934.581,1233.380979,1.233380979,Chemicals Dryer
1999.0,2035.0,75.0,mustard and horseradish condiments,4862.0,41825.0,8807.0,9290000000000.0,2581076.915,530.8673211,0.530867321,F&D Boiler
1999.0,3272.0,150.0,Precast concrete structures and pipe,6120.0,42567.0,8784.0,9270000000000.0,2574336.28,420.6431831,0.420643183,Chemicals Dryer
2023.0,3565.0,300.0,Packaging Machinery,4584.0,68224.0,8731.0,9210000000000.0,2558803.514,558.2032098,0.55820321,Chemicals Dryer
1982.0,2891.0,70.0,ADHESIVES & SEALANTS,4000.0,32044.0,8687.0,9170000000000.0,2545908.387,636.4770966,0.636477097,Chemicals Dryer
2002.0,3469.0,88.0,Metal Stampings,6000.0,70230.0,8672.0,9150000000000.0,2541512.321,423.5853868,0.423585387,Vehicle Manufacturing Oven
2011.0,3545.0,50.0,"Industrial Knives, Heat Treating",7100.0,67966.0,8585.0,9060000000000.0,2516015.137,354.3683292,0.354368329,Vehicle Manufacturing Oven
2016.0,3089.0,80.0,Plastic Products,2125.0,47827.0,8559.0,9030000000000.0,2508395.29,1180.421313,1.180421313,Chemicals Dryer
1987.0,2891.0,70.0,ADHESIVES,6000.0,41697.0,8435.0,8900000000000.0,2472054.477,412.0090795,0.412009079,Chemicals Dryer
1995.0,3714.0,400.0,"clutch assemblies, power steering pumps, rear differentials",8200.0,45650.0,8372.0,8830000000000.0,2453590.999,299.2184146,0.299218415,Vehicle Manufacturing Oven
2018.0,3444.0,150.0,Sheet Metal,2375.0,77993.0,8330.0,8790000000000.0,2441282.015,1027.908217,1.027908217,Vehicle Manufacturing Oven
1989.0,2434.0,145.0,KITCHEN CABINETS,2500.0,39306.0,8067.0,8510000000000.0,2364204.323,945.6817292,0.945681729,Vehicle Manufacturing Oven
2020.0,3491.0,150.0,Industrial Valves,5964.0,34211.0,7985.0,8420000000000.0,2340172.495,392.3830475,0.392383048,Vehicle Manufacturing Oven
1996.0,3469.0,300.0,deep drawn metal stampings,5000.0,37734.0,7925.0,8360000000000.0,2322588.231,464.5176462,0.464517646,Vehicle Manufacturing Oven
2001.0,3549.0,130.0,Coil handling and press feeding equipment,4000.0,47505.0,7876.0,8310000000000.0,2308227.749,577.0569372,0.577056937,Chemicals Dryer
2001.0,3231.0,45.0,Thin Film Color Coating on and in Glass,4800.0,46142.0,7867.0,8300000000000.0,2305590.109,480.3312727,0.480331273,Glass Furnace
2017.0,3465.0,180.0,"Decorative exhaust, shims, gaskets",6000.0,36042.0,7857.0,8290000000000.0,2302659.398,383.7765664,0.383776566,Vehicle Manufacturing Oven
1992.0,3089.0,55.0,FLUOROPOLYMER PUMPS,4200.0,34173.0,7853.0,8290000000000.0,2301487.114,547.9731224,0.547973122,Vehicle Manufacturing Oven
1987.0,3462.0,130.0,BALL BEARING ASSEMBLIES,4500.0,36913.0,7757.0,8180000000000.0,2273352.291,505.1893981,0.505189398,Vehicle Manufacturing Oven
1985.0,3647.0,100.0,SMALL WATER PUMPS,2100.0,48628.0,7736.0,8160000000000.0,2267197.799,1079.617999,1.079617999,Vehicle Manufacturing Oven
2005.0,3089.0,200.0,Molded Plastics,8736.0,62800.0,7700.0,8120000000000.0,2256647.24,258.3158471,0.258315847,Chemicals Dryer
1996.0,3559.0,210.0,metal stampings,6000.0,34546.0,7527.0,7940000000000.0,2205945.945,367.6576575,0.367657658,Vehicle Manufacturing Oven
2023.0,2893.0,40.0,Ink,3900.0,58699.0,7430.0,7840000000000.0,2177518.051,558.3379619,0.558337962,Ceramics Kiln
2014.0,3714.0,432.0,Plastic and rubber automotive parts,6666.0,76919.0,7398.0,7810000000000.0,2168139.777,325.2534919,0.325253492,Vehicle Manufacturing Oven
1984.0,3324.0,40.0,STAINLESS STEEL CASTINGS,4250.0,39923.0,7342.0,7750000000000.0,2151727.797,506.2888935,0.506288893,Vehicle Manufacturing Oven
1996.0,3443.0,150.0,"fabricated plate work, metal stampings",5600.0,33681.0,7306.0,7710000000000.0,2141177.239,382.3530783,0.382353078,Vehicle Manufacturing Oven
2009.0,3714.0,35.0,chrome wheels,2300.0,94996.0,7293.0,7690000000000.0,2137367.315,929.2901369,0.929290137,Vehicle Manufacturing Oven
1984.0,2041.0,15.0,"CORN, SOYBEANS, WHEAT",2400.0,41054.0,7280.0,7680000000000.0,2133557.391,888.9822462,0.888982246,Chemicals Dryer
2004.0,3556.0,244.0,Commercial food equipment,2800.0,65787.0,7244.0,7640000000000.0,2123006.832,758.2167258,0.758216726,F&D Boiler
2007.0,3999.0,108.0,Various Composite Products,3000.0,86105.0,7126.0,7520000000000.0,2088424.446,696.141482,0.696141482,Chemicals Dryer
1982.0,3728.0,250.0,AIRCRAFT PROPELLERS,4000.0,24038.0,7058.0,7450000000000.0,2068495.613,517.1239033,0.517123903,Vehicle Manufacturing Oven
1982.0,3728.0,250.0,AIRCRAFT PROPELLERS,4000.0,24038.0,7058.0,7450000000000.0,2068495.613,517.1239033,0.517123903,Vehicle Manufacturing Oven
1987.0,2392.0,372.0,TEXTILE HEDDING PRODUCTS,4900.0,35030.0,6960.0,7340000000000.0,2039774.648,416.2805405,0.41628054,Chemicals Dryer
2013.0,3556.0,200.0,Food Processing Equipment,4680.0,46396.0,6940.0,7320000000000.0,2033913.227,434.5968434,0.434596843,F&D Boiler
1982.0,3496.0,144.0,WIRE/STEEL PRODUCTS,3500.0,23019.0,6824.0,7200000000000.0,1999916.983,571.4048522,0.571404852,Vehicle Manufacturing Oven
1998.0,3479.0,90.0,"Metal coatings(chemical, heat resistant, metallic, coil)",7344.0,24153.0,6717.0,7090000000000.0,1968558.378,268.0498881,0.268049888,Vehicle Manufacturing Oven
2017.0,2679.0,152.0,Paper Food Packaging,6000.0,31218.0,6703.0,7070000000000.0,1964455.383,327.4092306,0.327409231,F&D Boiler
2005.0,3444.0,180.0,"Flat Roll Steel Coil, Sheet",6000.0,55719.0,6656.0,7020000000000.0,1950681.043,325.1135072,0.325113507,Vehicle Manufacturing Oven
2004.0,2819.0,21.0,Color Concentrates,4000.0,38304.0,6591.0,6950000000000.0,1931631.424,482.9078559,0.482907856,Chemicals Dryer
2004.0,3479.0,49.0,electroplating and metal finishing,2040.0,60950.0,6587.0,6950000000000.0,1930459.139,946.3034996,0.9463035,Vehicle Manufacturing Oven
1999.0,3541.0,45.0,Metalworking lathes and repair parts,2250.0,31413.0,6557.0,6920000000000.0,1921667.007,854.0742254,0.854074225,Chemicals Dryer
1996.0,3679.0,350.0,silicon wafers,8700.0,27919.0,6513.0,6870000000000.0,1908771.88,219.3990667,0.219399067,Chemicals Dryer
1991.0,3499.0,43.0,SHEET METAL FABRICATION,2750.0,27520.0,6490.0,6850000000000.0,1902031.245,691.6477256,0.691647726,Vehicle Manufacturing Oven
1992.0,2013.0,115.0,PROCESSED MEAT PRODUCTS,8736.0,27976.0,6470.0,6830000000000.0,1896169.824,217.0524066,0.217052407,F&D Boiler
2013.0,2011.0,78.0,Frozen Hamburgers,6120.0,46283.0,6446.0,6800000000000.0,1889136.118,308.6823723,0.308682372,F&D Boiler
2012.0,3544.0,216.0,Custom Machining,4000.0,68619.0,6385.0,6740000000000.0,1871258.783,467.8146958,0.467814696,Chemicals Dryer
2009.0,3499.0,35.0,Sheet Metal Fabrication and Machined Parts,2250.0,70531.0,6330.0,6680000000000.0,1855139.874,824.5066108,0.824506611,Vehicle Manufacturing Oven
1989.0,3469.0,200.0,DECORATIVE METAL TRIM,4500.0,27235.0,6313.0,6660000000000.0,1850157.666,411.146148,0.411146148,Chemicals Dryer
2005.0,3089.0,260.0,Plastic Injected Products,6000.0,50296.0,6133.0,6470000000000.0,1797404.873,299.5674789,0.299567479,Chemicals Dryer
1988.0,3465.0,90.0,METAL STAMPINGS & ASSEMBLIES,4080.0,28911.0,6119.0,6460000000000.0,1793301.878,439.5347741,0.439534774,Vehicle Manufacturing Oven
1984.0,3494.0,379.0,VALVES,6240.0,34986.0,6112.0,6450000000000.0,1791250.381,287.0593559,0.287059356,Vehicle Manufacturing Oven
1996.0,3594.0,191.0,air & hydraulic cylinders,5500.0,28916.0,6092.0,6430000000000.0,1785388.959,324.6161745,0.324616174,Vehicle Manufacturing Oven
2008.0,3089.0,156.0,PVC Fencing Products,8400.0,73266.0,6072.0,6410000000000.0,1779527.538,211.8485164,0.211848516,Chemicals Dryer
1989.0,3714.0,65.0,AUTOMOTIVE EXHAUST PIPES,2250.0,25609.0,6059.0,6390000000000.0,1775717.614,789.2078285,0.789207829,Vehicle Manufacturing Oven
1988.0,3469.0,80.0,METAL STAMPINGS,4800.0,27262.0,6007.0,6340000000000.0,1760477.919,366.766233,0.366766233,Vehicle Manufacturing Oven
1988.0,3469.0,80.0,METAL STAMPINGS,4800.0,27262.0,6007.0,6340000000000.0,1760477.919,366.766233,0.366766233,Vehicle Manufacturing Oven
2010.0,3714.0,303.0,Die cut & assembly parts for automotive industry,7200.0,91146.0,5982.0,6310000000000.0,1753151.142,243.4932141,0.243493214,Vehicle Manufacturing Oven
1985.0,2024.0,15.0,ICE CREAM,2500.0,37355.0,5919.0,6240000000000.0,1734687.664,693.8750657,0.693875066,F&D Boiler
1987.0,3449.0,73.0,CUSTM. METAL FABRICATION,6200.0,29144.0,5917.0,6240000000000.0,1734101.522,279.6937939,0.279693794,Vehicle Manufacturing Oven
1982.0,3544.0,100.0,SPECIAL MACHINES,6000.0,25565.0,5779.0,6100000000000.0,1693657.715,282.2762858,0.282276286,Chemicals Dryer
1982.0,3544.0,100.0,SPECIAL MACHINES,6000.0,25565.0,5779.0,6100000000000.0,1693657.715,282.2762858,0.282276286,Chemicals Dryer
1982.0,3544.0,100.0,SPECIAL MACHINES,6000.0,25565.0,5779.0,6100000000000.0,1693657.715,282.2762858,0.282276286,Chemicals Dryer
2014.0,3556.0,104.0,Bakery Equipment,2860.0,52741.0,5765.0,6080000000000.0,1689554.72,590.7533984,0.590753398,F&D Boiler
1992.0,3442.0,50.0,STEEL AND WOODEN DOORS,2000.0,25090.0,5759.0,6080000000000.0,1687796.293,843.8981466,0.843898147,Vehicle Manufacturing Oven
2012.0,3599.0,20.0,Reprocessed Metal Components,2450.0,38886.0,5740.0,6060000000000.0,1682227.943,686.6236501,0.68662365,Chemicals Dryer
1990.0,3544.0,180.0,TRANSMISSION DIE CASTS,7500.0,28658.0,5727.0,6040000000000.0,1678418.019,223.7890692,0.223789069,Vehicle Manufacturing Oven
2016.0,3089.0,110.0,All Other Plastics Product Manufacturing,6048.0,41728.0,5637.0,5950000000000.0,1652041.623,273.1550302,0.27315503,Chemicals Dryer
2003.0,3564.0,120.0,Air cleaning equipment,2000.0,27604.0,5616.0,5930000000000.0,1645887.13,822.943565,0.822943565,Chemicals Dryer
2013.0,3089.0,150.0,Thermoset Composites,6000.0,59528.0,5563.0,5870000000000.0,1630354.363,271.7257272,0.271725727,Chemicals Dryer
1998.0,3365.0,225.0,Aluminum & Cast Iron Automotive Parts,7800.0,24786.0,5545.0,5850000000000.0,1625079.084,208.3434723,0.208343472,Vehicle Manufacturing Oven
2013.0,3272.0,45.0,Concrete Railroad Products,2500.0,30433.0,5469.0,5770000000000.0,1602805.683,641.1222731,0.641122273,Chemicals Dryer
1983.0,3545.0,77.0,SPECIAL MACHINES,2000.0,29339.0,5467.0,5770000000000.0,1602219.541,801.1097703,0.80110977,Chemicals Dryer
1983.0,3545.0,77.0,SPECIAL MACHINES,2000.0,29339.0,5467.0,5770000000000.0,1602219.541,801.1097703,0.80110977,Chemicals Dryer
1983.0,3545.0,77.0,SPECIAL MACHINES,2000.0,29339.0,5467.0,5770000000000.0,1602219.541,801.1097703,0.80110977,Chemicals Dryer
1995.0,3089.0,70.0,fiberglass reinforced plastic truck/cab roofs,3000.0,26159.0,5364.0,5660000000000.0,1572033.22,524.0110735,0.524011073,Glass Furnace
1984.0,3089.0,135.0,NOVELTY GIFT PRODUCTS,2000.0,31404.0,5350.0,5640000000000.0,1567930.225,783.9651127,0.783965113,Chemicals Dryer
1996.0,3363.0,50.0,Large Aluminum casted components,5000.0,12466.0,5303.0,5590000000000.0,1554155.885,310.831177,0.310831177,Vehicle Manufacturing Oven
1998.0,2589.0,42.0,"Lubricants Oils, Calcium Oxide",4000.0,32208.0,5268.0,5560000000000.0,1543898.398,385.9745994,0.385974599,Chemicals Dryer
1998.0,2589.0,42.0,"Lubricants Oils, Calcium Oxide",4000.0,32208.0,5268.0,5560000000000.0,1543898.398,385.9745994,0.385974599,Chemicals Dryer
2010.0,3444.0,105.0,"Sheetmetal fabrication of vent, smoke, and fire damper units",2000.0,73237.0,5236.0,5520000000000.0,1534520.123,767.2600617,0.767260062,Vehicle Manufacturing Oven
2000.0,3792.0,300.0,Recreational vehicles,2000.0,28924.0,5229.0,5520000000000.0,1532468.626,766.234313,0.766234313,Vehicle Manufacturing Oven
1993.0,3724.0,130.0,Brazing and Welding Shop,6300.0,24143.0,5169.0,5450000000000.0,1514884.362,240.4578352,0.240457835,Vehicle Manufacturing Oven
2002.0,3465.0,112.0,automotive stampings,6500.0,36764.0,5167.0,5450000000000.0,1514298.22,232.9689569,0.232968957,Vehicle Manufacturing Oven
2003.0,3089.0,100.0,Plastic injection molded parts and tubing,8568.0,33900.0,5131.0,5410000000000.0,1503747.661,175.5074301,0.17550743,Vehicle Manufacturing Oven
1988.0,2013.0,250.0,BEEF PATTIES & PRODUCE,4700.0,28435.0,5130.0,5410000000000.0,1503454.59,319.8839553,0.319883955,F&D Boiler
2023.0,3714.0,204.0,Brake Hose Assemblies,2080.0,40551.0,5120.0,5400000000000.0,1500523.879,721.4057112,0.721405711,Vehicle Manufacturing Oven
1986.0,2051.0,55.0,BAKERY PRODUCTS,5525.0,26294.0,5035.0,5310000000000.0,1475612.838,267.0792468,0.267079247,F&D Boiler
2018.0,2082.0,90.0,beer,3120.0,33080.0,5027.0,5300000000000.0,1473268.27,472.2013685,0.472201369,F&D Boiler
2018.0,2082.0,90.0,beer,3120.0,33080.0,5027.0,5300000000000.0,1473268.27,472.2013685,0.472201369,F&D Boiler
1997.0,3443.0,38.0,Steel fabrication,3500.0,29356.0,5023.0,5300000000000.0,1472095.985,420.598853,0.420598853,Vehicle Manufacturing Oven
1995.0,2671.0,150.0,"pressure sensitive labels, coating for packaging",7000.0,23310.0,5011.0,5290000000000.0,1468579.133,209.7970189,0.209797019,Vehicle Manufacturing Oven
